# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Complete	JAACSZ010001478_1	4880	6637	-	492.6	453	https://www.orthodb.org/v10?query=302at33634	rRNA biogenesis protein rrp5
693at33634	Complete	JAACSZ010001476_1	13373	17205	-	1502.0	922	https://www.orthodb.org/v10?query=693at33634	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
723at33634	Complete	JAACSZ010000238_1	5834	9525	+	1229.2	779	https://www.orthodb.org/v10?query=723at33634	valyl-tRNA synthetase
971at33634	Complete	JAACSZ010001870_1	4824	8212	+	1372.2	844	https://www.orthodb.org/v10?query=971at33634	Isoleucine-tRNA ligase
1102at33634	Complete	JAACSZ010000619_1	25194	30711	+	1266.7	1012	https://www.orthodb.org/v10?query=1102at33634	DNA-directed RNA polymerase subunit
1326at33634	Complete	JAACSZ010001118_1	958	4815	+	655.5	729	https://www.orthodb.org/v10?query=1326at33634	Regulator of nonsense transcripts 2
1342at33634	Complete	JAACSZ010000880_1	17854	21080	-	1065.7	732	https://www.orthodb.org/v10?query=1342at33634	Coatomer subunit beta
1803at33634	Complete	JAACSZ010000809_1	12562	15319	+	700.6	578	https://www.orthodb.org/v10?query=1803at33634	Leucyl-tRNA synthetase
2880at33634	Complete	JAACSZ010001414_1	16948	19416	-	770.1	572	https://www.orthodb.org/v10?query=2880at33634	AP complex subunit beta
3405at33634	Complete	JAACSZ010001550_1	26403	29408	+	915.2	681	https://www.orthodb.org/v10?query=3405at33634	Pre-mRNA-processing factor 6
3528at33634	Complete	JAACSZ010000021_1	3927	6676	-	939.7	620	https://www.orthodb.org/v10?query=3528at33634	TFIIH basal transcription factor complex helicase XPB subunit
3786at33634	Complete	JAACSZ010001465_1	29325	31627	+	1008.7	523	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3834at33634	Complete	JAACSZ010000063_1	2054	4199	-	530.5	453	https://www.orthodb.org/v10?query=3834at33634	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
3835at33634	Complete	JAACSZ010001416_1	6438	8276	+	797.7	512	https://www.orthodb.org/v10?query=3835at33634	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3892at33634	Complete	JAACSZ010000684_1	18809	21238	-	598.6	563	https://www.orthodb.org/v10?query=3892at33634	SDA1 family protein
4148at33634	Complete	JAACSZ010000047_1	3452	5338	-	694.9	475	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4166at33634	Duplicated	JAACSZ010001477_1	24783	27136	+	520.2	355	https://www.orthodb.org/v10?query=4166at33634	EF-hand domain
4166at33634	Duplicated	JAACSZ010000006_1	4786	6177	-	495.7	358	https://www.orthodb.org/v10?query=4166at33634	EF-hand domain
4406at33634	Complete	JAACSZ010001835_1	4139	6305	-	575.8	447	https://www.orthodb.org/v10?query=4406at33634	WD40-repeat-containing domain
5074at33634	Complete	JAACSZ010000011_1	5481	7288	-	530.3	422	https://www.orthodb.org/v10?query=5074at33634	Glycerol kinase
5144at33634	Complete	JAACSZ010001097_1	355	2355	+	610.5	423	https://www.orthodb.org/v10?query=5144at33634	Signal recognition particle 54 kDa protein
5145at33634	Complete	JAACSZ010001035_1	11102	13005	+	450.1	290	https://www.orthodb.org/v10?query=5145at33634	pre-mRNA-processing factor 17
5578at33634	Complete	JAACSZ010000732_1	9913	11479	-	714.2	377	https://www.orthodb.org/v10?query=5578at33634	Eukaryotic translation initiation factor 2 subunit 3
5960at33634	Complete	JAACSZ010000709_1	24014	26239	+	716.6	529	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5964at33634	Complete	JAACSZ010001480_1	11110	12639	+	351.7	410	https://www.orthodb.org/v10?query=5964at33634	Alpha-1,3-glucosyltransferase
6366at33634	Complete	JAACSZ010000167_1	2248	3738	-	775.9	451	https://www.orthodb.org/v10?query=6366at33634	Inosine-5'-monophosphate dehydrogenase
6436at33634	Complete	JAACSZ010001084_1	5241	7013	-	749.9	421	https://www.orthodb.org/v10?query=6436at33634	RNA helicase
6684at33634	Complete	JAACSZ010001494_1	24926	26835	-	653.3	447	https://www.orthodb.org/v10?query=6684at33634	T-complex protein 1 subunit alpha
6933at33634	Complete	JAACSZ010000518_1	1221	2975	+	548.4	359	https://www.orthodb.org/v10?query=6933at33634	Nucleolar protein NOP5
6981at33634	Complete	JAACSZ010001369_1	55104	58512	+	1253.3	889	https://www.orthodb.org/v10?query=6981at33634	Exportin-1
6989at33634	Complete	JAACSZ010001567_1	5823	7823	+	690.4	530	https://www.orthodb.org/v10?query=6989at33634	Pescadillo homolog
7485at33634	Missing
8142at33634	Complete	JAACSZ010000322_1	516	1673	-	217.5	227	https://www.orthodb.org/v10?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Complete	JAACSZ010001454_1	19358	21223	-	297.7	302	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8842at33634	Complete	JAACSZ010001022_1	9214	10758	-	584.1	338	https://www.orthodb.org/v10?query=8842at33634	26S Proteasome regulatory subunit 6A
9201at33634	Complete	JAACSZ010001119_1	4011	5681	+	130.9	248	https://www.orthodb.org/v10?query=9201at33634	Programmed cell death protein 2
9286at33634	Missing
9297at33634	Complete	JAACSZ010000336_1	2671	3966	-	355.3	304	https://www.orthodb.org/v10?query=9297at33634	RNA 3'-terminal phosphate cyclase
9413at33634	Complete	JAACSZ010001802_1	1309	2847	-	393.8	336	https://www.orthodb.org/v10?query=9413at33634	DNA primase
9731at33634	Complete	JAACSZ010000351_1	71	2236	+	390.7	343	https://www.orthodb.org/v10?query=9731at33634	AP-3 complex subunit delta
9939at33634	Duplicated	JAACSZ010000847_1	590	2248	+	403.4	384	https://www.orthodb.org/v10?query=9939at33634	Glycerol-3-phosphate dehydrogenase
9939at33634	Duplicated	JAACSZ010000858_1	13424	15103	+	386.1	378	https://www.orthodb.org/v10?query=9939at33634	Glycerol-3-phosphate dehydrogenase
10123at33634	Complete	JAACSZ010001609_1	415	1823	+	312.4	267	https://www.orthodb.org/v10?query=10123at33634	Gdp-man
10425at33634	Complete	JAACSZ010001559_1	8017	9405	-	659.3	350	https://www.orthodb.org/v10?query=10425at33634	H/ACA ribonucleoprotein complex subunit 4
10799at33634	Complete	JAACSZ010001465_1	9076	10645	+	568.6	350	https://www.orthodb.org/v10?query=10799at33634	Bifunctional dihydrofolate reductase-thymidylate synthase
11504at33634	Complete	JAACSZ010000626_1	15337	17564	-	545.9	374	https://www.orthodb.org/v10?query=11504at33634	RNA helicase
12069at33634	Complete	JAACSZ010000879_1	12253	13430	+	358.3	264	https://www.orthodb.org/v10?query=12069at33634	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
12249at33634	Complete	JAACSZ010001012_1	9198	10964	+	472.5	329	https://www.orthodb.org/v10?query=12249at33634	Methylthiotransferase, N-terminal
12363at33634	Complete	JAACSZ010000667_1	4216	5246	+	214.5	225	https://www.orthodb.org/v10?query=12363at33634	Coatomer subunit epsilon
12382at33634	Complete	JAACSZ010001377_1	30761	32162	-	664.8	376	https://www.orthodb.org/v10?query=12382at33634	Dead deah box rna
12562at33634	Complete	JAACSZ010001502_1	32581	34323	-	600.9	475	https://www.orthodb.org/v10?query=12562at33634	WD40-repeat-containing domain
