# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Complete	OLMU01003408_1	8286	9815	+	472.1	394	https://www.orthodb.org/v10?query=302at33634	rRNA biogenesis protein rrp5
693at33634	Complete	OLMU01000857_1	5631	9050	+	1518.8	922	https://www.orthodb.org/v10?query=693at33634	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
723at33634	Complete	OLMU01000102_1	1952	5614	-	1244.1	780	https://www.orthodb.org/v10?query=723at33634	valyl-tRNA synthetase
971at33634	Complete	OLMU01003280_1	2	3009	+	1253.3	794	https://www.orthodb.org/v10?query=971at33634	Isoleucine-tRNA ligase
1102at33634	Complete	OLMU01005093_1	2720	8447	-	1381.0	1122	https://www.orthodb.org/v10?query=1102at33634	DNA-directed RNA polymerase subunit
1326at33634	Complete	OLMU01002720_1	1717	5628	+	598.8	735	https://www.orthodb.org/v10?query=1326at33634	Regulator of nonsense transcripts 2
1342at33634	Complete	OLMU01000675_1	4479	7500	+	1143.3	755	https://www.orthodb.org/v10?query=1342at33634	Coatomer subunit beta
1803at33634	Complete	OLMU01005694_1	10603	13540	+	669.2	574	https://www.orthodb.org/v10?query=1803at33634	Leucyl-tRNA synthetase
2880at33634	Complete	OLMU01000517_1	809	2665	+	761.5	511	https://www.orthodb.org/v10?query=2880at33634	AP complex subunit beta
3405at33634	Complete	OLMU01000967_1	4581	7533	-	941.2	684	https://www.orthodb.org/v10?query=3405at33634	Pre-mRNA-processing factor 6
3528at33634	Complete	OLMU01000609_1	1497	3902	+	987.2	616	https://www.orthodb.org/v10?query=3528at33634	TFIIH basal transcription factor complex helicase XPB subunit
3786at33634	Fragmented	OLMU01000109_1	16	2040	+	828.6	424	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3834at33634	Missing
3835at33634	Complete	OLMU01001266_1	18331	19962	+	696.6	425	https://www.orthodb.org/v10?query=3835at33634	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3892at33634	Complete	OLMU01003050_1	3267	5591	-	615.6	591	https://www.orthodb.org/v10?query=3892at33634	SDA1 family protein
4148at33634	Complete	OLMU01002675_1	10844	13615	+	680.5	476	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4166at33634	Complete	OLMU01002625_1	21530	23690	+	669.1	403	https://www.orthodb.org/v10?query=4166at33634	EF-hand domain
4406at33634	Complete	OLMU01005414_1	1528	3769	+	489.0	448	https://www.orthodb.org/v10?query=4406at33634	WD40-repeat-containing domain
