#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAACVS010000001_1:208863-210077 -            405 179362at2759         -            938   1.9e-92  306.7  26.0   1   1   3.4e-94   2.4e-92  306.4  26.0   573   928     3   366     1   371 0.88 -
CAACVS010000001_1:205218-205841 -            208 179362at2759         -            938   2.6e-77  256.7   0.2   1   1     4e-79   2.9e-77  256.5   0.2     1   181     7   205     7   208 0.91 -
CAACVS010000499_1:98738-100369  -            544 179362at2759         -            938   1.9e-08   28.7   5.4   1   5    0.0014     0.099    6.5   0.7    25    60    21    52    21    97 0.86 -
CAACVS010000499_1:98738-100369  -            544 179362at2759         -            938   1.9e-08   28.7   5.4   2   5     0.011      0.76    3.6   0.0   864   891   155   182   154   192 0.88 -
CAACVS010000499_1:98738-100369  -            544 179362at2759         -            938   1.9e-08   28.7   5.4   3   5      0.37        27   -1.5   0.6   340   733   245   272   208   291 0.37 -
CAACVS010000499_1:98738-100369  -            544 179362at2759         -            938   1.9e-08   28.7   5.4   4   5     0.016       1.2    3.0   0.0    24    41   352   369   351   378 0.88 -
CAACVS010000499_1:98738-100369  -            544 179362at2759         -            938   1.9e-08   28.7   5.4   5   5   1.7e-05    0.0012   12.9   0.0   876   927   469   516   457   520 0.84 -
CAACVS010000081_1:94063-95595   -            511 179362at2759         -            938   6.3e-08   27.0   7.2   1   5    0.0022      0.16    5.9   0.0    25    58    22    55    21    96 0.82 -
CAACVS010000081_1:94063-95595   -            511 179362at2759         -            938   6.3e-08   27.0   7.2   2   5      0.47        33   -1.8   0.1   877   925   125   167   123   176 0.72 -
CAACVS010000081_1:94063-95595   -            511 179362at2759         -            938   6.3e-08   27.0   7.2   3   5   2.2e-06   0.00015   15.8   0.1    24    58   269   300   268   306 0.93 -
CAACVS010000081_1:94063-95595   -            511 179362at2759         -            938   6.3e-08   27.0   7.2   4   5       1.2        87   -3.2   0.3   275   319   375   419   337   433 0.64 -
CAACVS010000081_1:94063-95595   -            511 179362at2759         -            938   6.3e-08   27.0   7.2   5   5     0.001     0.072    7.0   0.0   857   901   457   495   451   509 0.88 -
CAACVS010000203_1:118274-119875 -            534 179362at2759         -            938   8.1e-08   26.7   2.1   1   4      0.24        17   -0.9   0.0    25    42    25    42    25    68 0.76 -
CAACVS010000203_1:118274-119875 -            534 179362at2759         -            938   8.1e-08   26.7   2.1   2   4   2.7e-05     0.002   12.2   0.1   864   899   123   158   122   177 0.87 -
CAACVS010000203_1:118274-119875 -            534 179362at2759         -            938   8.1e-08   26.7   2.1   3   4     0.036       2.6    1.8   0.0    26    40   273   287   271   303 0.79 -
CAACVS010000203_1:118274-119875 -            534 179362at2759         -            938   8.1e-08   26.7   2.1   4   4   0.00022     0.016    9.2   0.0   877   925   492   533   482   534 0.84 -
CAACVS010000210_1:43835-45667   -            611 179362at2759         -            938   1.8e-07   25.6   0.8   1   6      0.66        47   -2.3   0.1    26    49    30    50    29    51 0.82 -
CAACVS010000210_1:43835-45667   -            611 179362at2759         -            938   1.8e-07   25.6   0.8   2   6    0.0017      0.12    6.2   1.7   340   396    86   145    64   161 0.58 -
CAACVS010000210_1:43835-45667   -            611 179362at2759         -            938   1.8e-07   25.6   0.8   3   6   9.4e-07   6.7e-05   17.0   0.3   864   927   193   249   192   259 0.84 -
CAACVS010000210_1:43835-45667   -            611 179362at2759         -            938   1.8e-07   25.6   0.8   4   6       2.9   2.1e+02   -4.5   7.3   237   645   271   320   248   341 0.38 -
CAACVS010000210_1:43835-45667   -            611 179362at2759         -            938   1.8e-07   25.6   0.8   5   6     0.012      0.85    3.4   0.2    25    54   449   475   447   485 0.74 -
CAACVS010000210_1:43835-45667   -            611 179362at2759         -            938   1.8e-07   25.6   0.8   6   6     3e-06   0.00022   15.3   0.0   864   901   554   592   548   594 0.90 -
CAACVS010000055_1:110420-110719 -            100 179362at2759         -            938   3.4e-06   21.3   0.5   1   1   5.5e-08     4e-06   21.1   0.5   877   924    59    99    45   100 0.86 -
CAACVS010000248_1:444-3566      -            952 179362at2759         -            938   5.4e-05   17.3   3.7   1   1   1.3e-06   9.1e-05   16.6   3.7   584   691    61   168    44   186 0.84 -
CAACVS010000220_1:25625-26440   -            272 179362at2759         -            938   0.00027   15.0   0.8   1   2      0.11       7.9    0.2   0.0    25    40    25    40    24    79 0.73 -
CAACVS010000220_1:25625-26440   -            272 179362at2759         -            938   0.00027   15.0   0.8   2   2   1.6e-05    0.0011   12.9   0.2   864   926   183   242   183   247 0.89 -
