# BUSCO version is: 5.1.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Missing
83779at2759	Complete	QAXC01000035_1	434543	436204	-	54.8	147
87842at2759	Missing
97116at2759	Missing
100698at2759	Missing
142542at2759	Fragmented	QAXC01000031_1	483198	484343	+	76.2	195
156083at2759	Missing
160593at2759	Missing
166920at2759	Missing
176625at2759	Missing
179362at2759	Missing
245208at2759	Missing
257318at2759	Missing
261328at2759	Missing
261419at2759	Missing
270107at2759	Missing
271586at2759	Missing
290630at2759	Missing
293315at2759	Missing
296129at2759	Fragmented	QAXC01000003_1	1407672	1409312	-	165.6	403
299766at2759	Fragmented	QAXC01000006_1	270465	271388	+	168.0	251
306227at2759	Missing
320059at2759	Missing
324863at2759	Missing
325552at2759	Missing
330169at2759	Missing
331411at2759	Missing
341721at2759	Missing
345441at2759	Missing
355408at2759	Missing
369837at2759	Missing
375960at2759	Missing
383503at2759	Missing
388820at2759	Missing
390348at2759	Duplicated	QAXC01000004_1	618602	621469	+	1120.0	725
390348at2759	Duplicated	QAXC01000035_1	882685	885519	+	1087.5	774
390348at2759	Duplicated	QAXC01000034_1	134621	137494	+	1070.5	718
392369at2759	Duplicated	QAXC01000002_1	279610	281756	+	360.9	343
392369at2759	Duplicated	QAXC01000004_1	1266473	1268044	+	360.8	336
392369at2759	Duplicated	QAXC01005707_1	1050	2585	+	348.5	343
392369at2759	Duplicated	QAXC01000017_1	127602	129131	-	340.0	362
396755at2759	Missing
418107at2759	Missing
426305at2759	Missing
450058at2759	Missing
453044at2759	Missing
457861at2759	Missing
464990at2759	Missing
491869at2759	Complete	QAXC01006193_1	4	1068	+	174.8	257
513979at2759	Missing
543764at2759	Missing
549762at2759	Missing
551907at2759	Missing
570797at2759	Missing
582756at2759	Missing
598949at2759	Missing
604979at2759	Missing
621827at2759	Missing
625387at2759	Missing
655400at2759	Duplicated	QAXC01000003_1	2193834	2197718	+	197.5	268
655400at2759	Duplicated	QAXC01000003_1	1107223	1108410	+	187.0	307
664730at2759	Complete	QAXC01000004_1	1244654	1245814	+	433.6	321
671536at2759	Missing
671846at2759	Missing
673132at2759	Duplicated	QAXC01000002_1	840103	841185	-	202.3	267
673132at2759	Duplicated	QAXC01000017_1	20237	21319	+	192.8	267
674160at2759	Missing
674169at2759	Missing
679187at2759	Missing
679771at2759	Missing
687505at2759	Missing
692986at2759	Missing
708105at2759	Missing
719531at2759	Fragmented	QAXC01000011_1	359018	359722	-	58.7	117
720340at2759	Missing
721605at2759	Complete	QAXC01003378_1	875	1804	+	159.6	210
722805at2759	Missing
734341at2759	Duplicated	QAXC01004486_1	1476	2237	+	58.0	177
734341at2759	Duplicated	QAXC01004093_1	13	798	+	57.0	180
734666at2759	Missing
736068at2759	Missing
751335at2759	Missing
759498at2759	Missing
761109at2759	Missing
768809at2759	Missing
774318at2759	Missing
777920at2759	Missing
779909at2759	Missing
801857at2759	Missing
814241at2759	Missing
817008at2759	Missing
834694at2759	Missing
836599at2759	Missing
844748at2759	Fragmented	QAXC01001493_1	89	1165	-	85.9	221
855834at2759	Missing
858842at2759	Missing
865202at2759	Missing
866359at2759	Missing
869548at2759	Missing
878143at2759	Complete	QAXC01000035_1	197156	198286	+	265.3	301
887370at2759	Missing
891751at2759	Missing
898782at2759	Duplicated	QAXC01004730_1	524	2017	+	271.6	289
898782at2759	Duplicated	QAXC01000002_1	202850	204280	-	257.5	254
898782at2759	Duplicated	QAXC01000001_1	288560	289306	+	242.4	210
901894at2759	Missing
905026at2759	Missing
911863at2759	Fragmented	QAXC01000570_1	109	750	+	22.9	85
917326at2759	Missing
918816at2759	Missing
919955at2759	Missing
923657at2759	Missing
924753at2759	Missing
931188at2759	Missing
937275at2759	Missing
937686at2759	Missing
939345at2759	Missing
944899at2759	Missing
946128at2759	Missing
956854at2759	Missing
973442at2759	Missing
974865at2759	Missing
975158at2759	Missing
975557at2759	Missing
976469at2759	Missing
981902at2759	Missing
996662at2759	Missing
1001705at2759	Missing
1003258at2759	Missing
1010730at2759	Missing
1014314at2759	Complete	QAXC01000665_1	306	1913	+	148.9	425
1018517at2759	Missing
1019762at2759	Missing
1025450at2759	Missing
1030907at2759	Missing
1032689at2759	Missing
1038775at2759	Missing
1041560at2759	Missing
1049599at2759	Missing
1051021at2759	Missing
1053181at2759	Missing
1057950at2759	Missing
1065019at2759	Duplicated	QAXC01000032_1	121305	222100	-	88.1	236
1065019at2759	Duplicated	QAXC01000034_1	1179660	1180613	-	86.7	227
1076134at2759	Missing
1079130at2759	Missing
1079827at2759	Missing
1085752at2759	Missing
1087488at2759	Missing
1090038at2759	Missing
1094121at2759	Missing
1096688at2759	Missing
1106766at2759	Missing
1107630at2759	Missing
1108845at2759	Missing
1111142at2759	Missing
1112002at2759	Missing
1115196at2759	Fragmented	QAXC01000003_1	2935495	2936466	-	144.9	162
1128607at2759	Complete	QAXC01000024_1	262489	263403	+	335.3	248
