# BUSCO version is: 5.1.2 
# The lineage dataset is: stramenopiles_odb10 (Creation date: 2020-08-05, number of genomes: 27, number of BUSCOs: 100)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
302at33634	Missing
693at33634	Missing
723at33634	Complete	QAXC01000003_1	498933	501695	-	786.0	744	https://www.orthodb.org/v10?query=723at33634	valyl-tRNA synthetase
971at33634	Duplicated	QAXC01000032_1	433089	436409	-	655.4	794	https://www.orthodb.org/v10?query=971at33634	Isoleucine-tRNA ligase
971at33634	Duplicated	QAXC01000034_1	1034549	1037872	-	652.9	780	https://www.orthodb.org/v10?query=971at33634	Isoleucine-tRNA ligase
1102at33634	Missing
1326at33634	Missing
1342at33634	Missing
1803at33634	Complete	QAXC01000003_1	1604257	1606806	-	615.3	558	https://www.orthodb.org/v10?query=1803at33634	Leucyl-tRNA synthetase
2880at33634	Missing
3405at33634	Missing
3528at33634	Missing
3786at33634	Duplicated	QAXC01000024_1	234661	236580	+	775.3	516	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3786at33634	Duplicated	QAXC01000031_1	403919	405710	+	763.0	525	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3786at33634	Duplicated	QAXC01000006_1	254780	256576	+	748.6	517	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3786at33634	Duplicated	QAXC01000010_1	245045	246649	-	730.4	502	https://www.orthodb.org/v10?query=3786at33634	Chaperone dnaK
3834at33634	Missing
3835at33634	Complete	QAXC01000003_1	456650	458221	+	328.9	433	https://www.orthodb.org/v10?query=3835at33634	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3892at33634	Missing
4148at33634	Duplicated	QAXC01000034_1	498827	500038	-	99.6	360	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4148at33634	Duplicated	QAXC01000003_1	2128982	2130481	+	98.2	356	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4148at33634	Duplicated	QAXC01000033_1	274951	276453	+	93.0	357	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4148at33634	Duplicated	QAXC01000020_1	375098	376555	-	91.8	326	https://www.orthodb.org/v10?query=4148at33634	Eukaryotic translation initiation factor 5B
4166at33634	Missing
4406at33634	Missing
5074at33634	Duplicated	QAXC01000032_1	222845	224332	+	524.2	406	https://www.orthodb.org/v10?query=5074at33634	Glycerol kinase
5074at33634	Duplicated	QAXC01005290_1	467	1948	+	513.7	417	https://www.orthodb.org/v10?query=5074at33634	Glycerol kinase
5074at33634	Duplicated	QAXC01000035_1	686681	688165	-	495.7	422	https://www.orthodb.org/v10?query=5074at33634	Glycerol kinase
5144at33634	Missing
5145at33634	Missing
5578at33634	Missing
5960at33634	Duplicated	QAXC01004036_1	2644	4461	-	609.5	515	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5960at33634	Duplicated	QAXC01000003_1	45147	46985	+	593.5	477	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5960at33634	Duplicated	QAXC01000034_1	853859	855757	+	548.1	470	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5960at33634	Duplicated	QAXC01000032_1	665715	667571	+	543.3	479	https://www.orthodb.org/v10?query=5960at33634	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
5964at33634	Missing
6366at33634	Missing
6436at33634	Missing
6684at33634	Missing
6933at33634	Missing
6981at33634	Missing
6989at33634	Missing
7485at33634	Missing
8142at33634	Complete	QAXC01004690_1	626	1276	-	75.9	180	https://www.orthodb.org/v10?query=8142at33634	tRNA-dihydrouridine synthase
8760at33634	Duplicated	QAXC01000086_1	22	687	-	206.8	186	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8760at33634	Duplicated	QAXC01003113_1	1222	1986	-	199.5	221	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8760at33634	Duplicated	QAXC01000032_1	359568	360326	-	196.2	193	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8760at33634	Duplicated	QAXC01000034_1	1434637	1435566	+	194.6	202	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8760at33634	Duplicated	QAXC01000003_1	410986	411825	+	194.5	228	https://www.orthodb.org/v10?query=8760at33634	MutY A/G-specific DNA repair glycosylase
8842at33634	Missing
9201at33634	Missing
9286at33634	Missing
9297at33634	Missing
9413at33634	Missing
9731at33634	Missing
9939at33634	Duplicated	QAXC01000035_1	688321	689787	-	309.2	355	https://www.orthodb.org/v10?query=9939at33634	Glycerol-3-phosphate dehydrogenase
9939at33634	Duplicated	QAXC01003974_1	1627	3234	-	308.8	376	https://www.orthodb.org/v10?query=9939at33634	Glycerol-3-phosphate dehydrogenase
10123at33634	Missing
10425at33634	Missing
10799at33634	Fragmented	QAXC01000211_1	812	1654	-	330.1	269	https://www.orthodb.org/v10?query=10799at33634	Bifunctional dihydrofolate reductase-thymidylate synthase
11504at33634	Missing
12069at33634	Missing
